name;new_place_id;review_rating;rating;review_likes;place_id;review_text;review_word_count;cleaned_review;polarity_clean_reviews;subjectivity_clean_reviews;sentiment_clean_reviews
REWE;REWE Lahr - Im Götzmann 4;1;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"schultüten Aktion

man kommt hin wird abgewiesen ohne Kind bekommt man keine, komisch die Freundin der Mitarbeiterin bekommt 4 stück und das obwohl keine 4 Kinder dabei waren, also da läuft ja schon etwas schief andere werden abgewimmelt aber die freundin bekommt 4 stück ^^";45;schultüten aktion abgewiesen kind bekommt keine komisch freundin mitarbeiterin bekommt stück obwohl keine kinder läuft schief abgewimmelt freundin bekommt stück;-0,75;0;Sentiment(polarity=-0.75, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"Wir gehen hier gerne einkaufen.
Das Getränkeangebot ist super.
Nettes Personal.";11;gerne einkaufen getränkeangebot super nettes personal;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Super Sortiment;2;super sortiment;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) Ich komme gerne zu Rewe, dem Mutterkonzern von Penny. Es ist zwar teurer, aber es gibt eine Metzgerei und ich kaufe dort gerne Aufschnitt und meinen reifen Gouda. Ich komme gerne nach Deutschland, schönes Land, sympathische wohlerzogene Menschen und gutes Essen und Trinken. Sie fühlen sich in Deutschland zu Hause.

(Original)
Ik kom graag bij Rewe de moedermaatschappij van Penny. Het is duurder maar er is een slagerij en ik koop daar graag vleeswaren en mijn belegen Goudse kaas. Ik kom graag in Duitsland, prachtig land, sympathieke goed opgevoede mensen, en goed eten en drinken. Je voelt je thuis in Duitsland.";104;komme gerne rewe mutterkonzern penny teurer metzgerei kaufe gerne aufschnitt reifen gouda komme gerne deutschland schönes land sympathische wohlerzogene gutes essen trinken fühlen deutschland hause ik kom graag bij rewe moedermaatschappij van penny het is duurder maar is een slagerij ik koop daar graag vleeswaren mijn belegen goudse kaas ik kom graag duitsland prachtig land sympathieke goed opgevoede mensen goed eten drinken voelt thuis duitsland;0,433333333;0;Sentiment(polarity=0.43333333333333335, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) man findet alles schön

(Original)
Puoi trovare di tutto bellissimo";13;findet alles schön puoi trovare di tutto bellissimo;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) Sehr gut sortiert, es gibt von allem viel Auswahl

(Original)
Molto ben fornito, c'è molta scelta di tutto";21;sehr gut sortiert auswahl molto ben fornito è molta scelta di tutto;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;1;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Geht so;2;;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Sehr sauber.;2;sehr sauber;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Sehr schönes Tiergehege mit einer sehr guten und feinen Speisekarte!;10;sehr schönes tiergehege sehr guten feinen speisekarte;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) Unterbesetzt und hat keinen alkoholfreien Wein, sonst ist es ok

(Original)
Understaffed and doesn't have a nonalcoholic wine, otherwise it's ok";24;unterbesetzt keinen alkoholfreien wein ok understaffed and doesn have nonalcoholic wine otherwise it ok;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) Schluss mit Rewe ... Kaufland

(Original)
Non più Rewe ...Kaufland";13;schluss rewe kaufland non più rewe kaufland;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Ist immer ein Besuch wert;5;immer besuch wert;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;2;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Der Geruch im Laden der stört mich massiv . Freundliches Personal trotzdem 👍;13;geruch laden stört massiv freundliches personal;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;3;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Ja mei...Ein Rede Markt. ...;5;mei rede markt;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Abgenehmerer REWE als der Assi-Rewe in der Innenstadt;8;abgenehmerer rewe assi rewe innenstadt;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;1;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"Der Mitarbeiter sagen mir ich darf nicht zu viel Mehl kaufen

Einfach Schade";13;mitarbeiter sagen nicht mehl kaufen einfach schade;-0,85;0;Sentiment(polarity=-0.85, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) Kleiner deutscher Supermarkt

(Original)
Petit supermarché allemand";10;deutscher supermarkt petit supermarché allemand;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;3;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Komischer Geruch beim reinlaufen..🙆‍♀️;4;komischer geruch reinlaufen ‍♀️;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Verdammt gut;2;verdammt gut;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) Das beste Lebensmittelgeschäft Deutschlands

(Original)
Najlepszy sklep spożywczy w Niemczech";13;beste lebensmittelgeschäft deutschlands najlepszy sklep spożywczy niemczech;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Immer gerne;2;immer gerne;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;1;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Sehr unfreundliches Personal.;3;sehr unfreundliches personal;-1;0;Sentiment(polarity=-1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Ordentlich;1;ordentlich;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) Oben!

(Original)
Top!";6;top;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;👍;1;;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Übersichtliche Anordnung der Waren. Immer mal wieder ein angenehmes Einkaufserlebnis!;10;übersichtliche anordnung immer mal angenehmes einkaufserlebnis;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Schönes Einkaufszentrum;2;schönes einkaufszentrum;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Absolut Top geführter REWE Markt,es ist immer alles frisch egal ob Obst, Fleisch und Wurstwaren.Die Angestellten sind sehr nett aber was mir in letzter Zeit auffiel ist die lange Wartezeit bei der Metzgerei,meistens ist nur eine Angestellte oder gar keine da,dann muss erst mal eine Zeitlang gewartet werden bis jemand kommt.Das ist schon sehr Nervend.;55;absolut top geführter rewe markt immer alles frisch egal obst fleisch wurstwaren angestellten sehr nett letzter auffiel wartezeit metzgerei meistens angestellte keine mal zeitlang gewartet sehr nervend;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;👌;1;;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;3;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Man findet alles zum Leben;5;findet alles leben;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Veganes Sortiment ist ziemlich gut 😊👍;6;veganes sortiment ziemlich gut;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;2;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) Interessant

(Original)
ممتع";6;interessant ممتع;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Entspanntes Einkaufen im Markt und an der Kasse mit freundlichen Mitarbeitern. Gutes Bio Angebot.;14;entspanntes einkaufen markt kasse freundlichen mitarbeitern gutes bio angebot;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Gut Sortiert.;2;gut sortiert;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;🥰;1;🥰;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Sie sind freundlich und hilfsbereit ..;6;freundlich hilfsbereit;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Alles gut sortiert, frisch, nette, hilfsbereite Mitarbeiter! Gehe gerne hier einkaufen!;11;alles gut sortiert frisch nette hilfsbereite mitarbeiter gehe gerne einkaufen;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Gutes Sortiment, freundliche Mitarbeiter. Gehen als Option zu unserem Standard-Einkaufsladen ab und zu hier her und sind zufrieden.;18;gutes sortiment freundliche mitarbeiter option unserem standard einkaufsladen zufrieden;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;3;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;🤔;1;🤔;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"Dieser Rewe liegt sehr gelegen zwischen dm und Depot, auch Aldi, Obi und Media Markt sind ums Eck.
Die Filiale selbst ist gepflegt und das Personal ist freundlich. Einen Stern Abzug gibt's für die Getränkeabteilung. Die ist vom Angebot her sehr überschaubar, fachlichkundige Beratung bei Wein und Spirituosen gibt's leider auch nicht.
Dennoch: ich kaufe hier gerne ein und werde immer zuvorkommend und freundlich bedient.";65;rewe liegt sehr gelegen dm depot aldi obi media markt ums eck filiale gepflegt personal freundlich stern abzug getränkeabteilung angebot sehr überschaubar fachlichkundige beratung wein spirituosen nicht dennoch kaufe gerne immer zuvorkommend freundlich bedient;0,5;0;Sentiment(polarity=0.5, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;1;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Eigentlich gerne dort einkaufen gegangen. Beim letzten Besuch die Parkscheibe vergessen und ein Knöllchen kassiert, werde in zukunft woanders einkaufen gehen.;21;eigentlich gerne einkaufen gegangen letzten besuch parkscheibe vergessen knöllchen kassiert zukunft woanders einkaufen;-0,7;0;Sentiment(polarity=-0.7, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Mitarbeiter immer freundlich und alles was man benötigt findet man;10;mitarbeiter immer freundlich alles benötigt findet;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"""Warten Sie mal, ich zeig Ihnen, wo das ist...""";9;warten mal zeig;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Einzigster Laden den man auch nach 22 Uhr geöffnet findet in unserer Region. Für Spätschichtler oder Versäumnisse sehr gut geeignet.;20;einzigster laden geöffnet findet region spätschichtler versäumnisse sehr gut geeignet;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Super!;1;super;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;1;ChIJCwWiXCwukUcRGK_wmkEcKRY;Recht gut aber leider finden beim Toilettenpapier  wieder Hamster käufe statt.;11;gut finden toilettenpapier hamster käufe;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;4;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) nett

(Original)
Nice";6;nett nice;1;0;Sentiment(polarity=1.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;5;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;"(Übersetzt von Google) OK

(Original)
Ok";6;ok ok;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
REWE;REWE Lahr - Im Götzmann 4;1;4,1;0;ChIJCwWiXCwukUcRGK_wmkEcKRY;Dreck;1;dreck;0;0;Sentiment(polarity=0.0, subjectivity=0.0)
