,Review_year,Review_month,Review_day,Name,new_place_id,review_rating,rating,review_likes,place_id,review_word_count,review_datetime_utc,review_text,cleaned_review,polarity_clean_reviews,polarity_reviews,polarity,preis,service,innendesign,produkte
20,2022,1,14,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,14,2022-01-14,"Wie immer sehr gutes Obst und Gemüse zu günstigen Preisen,sehr freundliches Personal  auf bald",immer sehr gutes obst gemüse günstigen preisen sehr freundliches personal,1.0,1.0,1.0,1,1,0,1
21,2022,1,12,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,8,2022-01-12,Ich größer Fan der Fleisch Theke - top,größer fan fleisch theke top,1.0,1.0,1.0,0,0,0,1
22,2022,1,5,Rewe,Rewe Lahr - Im Götzmann 4,1,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,24,2022-01-05,"Verdreckt, unordentlich, vermüllt. ( siehe Fotos ) Leider fallen mir keine anderen Begriffe hierzu ein. Ich war froh als ich von dort weg war.",verdreckt unordentlich vermüllt siehe fotos fallen keine begriffe hierzu froh weg,0.0,0.0,0.0,0,0,1,0
23,2021,12,29,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,4,2021-12-29,Kann man nicht meckern,nicht meckern,0.5,0.5,0.5,0,0,0,0
24,2021,12,29,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,11,2021-12-29,"Tolle Laden von Rewe, leider mir bissel weit weg,näher wäre gut",tolle laden rewe bissel weg näher gut,1.0,1.0,1.0,0,0,1,0
25,2021,12,24,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,14,2021-12-24,Freundliches Personal. Man nimmt sich Zeit bei Fragen. Selbst wenn gerade eine inventur läuft.,freundliches personal nimmt fragen inventur läuft,1.0,0.3333333333333333,1.0,0,1,0,0
26,2021,12,14,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-12-14,Sehr gut,sehr gut,1.0,1.0,1.0,0,0,0,0
27,2021,12,11,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,1,2021-12-11,👍,nan,0.0,0.0,0.0,0,0,0,0
28,2021,12,9,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,8,2021-12-09,"(Übersetzt von Google) Qualitätsprodukte

(Original)
Produse de calitate",qualitätsprodukte produse calitate,0.0,0.0,0.0,0,0,0,1
29,2021,11,30,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,16,2021-11-30,"Das, was ich wollte und brauchte, war da. Gänge nicht komplett verstellt, damir Abstnad mögluch ist",brauchte gänge nicht komplett verstellt damir abstnad mögluch,0.0,0.0,0.0,0,0,1,0
30,2021,11,25,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,26,2021-11-25,"Sehr schönes gutsortiertes,,sauberes Ladengeschäft, Mitarbeiter u Marktleiter sehr freundlich, hilfsbereit und auch  Sonderanfragen sind kein Problem.ich fühlte mich als Kundin, willkommen und werde gerne wieder kommen",sehr schönes gutsortiertes sauberes ladengeschäft mitarbeiter marktleiter sehr freundlich hilfsbereit sonderanfragen problem fühlte kundin willkommen gerne,1.0,1.0,1.0,0,1,1,0
31,2021,11,22,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,9,2021-11-22,Sehr gute Angebote und viel Auswahl. Und nette Kassierer,sehr gute angebote auswahl nette kassierer,1.0,0.75,1.0,1,1,0,1
32,2021,10,29,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,6,2021-10-29,"(Übersetzt von Google) Super

(Original)
Super",super super,0.0,1.0,0.0,0,0,0,0
33,2021,10,27,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,1,2021-10-27,👍😉,nan,0.0,0.0,0.0,0,0,0,0
34,2021,10,16,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-10-16,Alles OK,alles ok,0.0,0.0,0.0,0,0,0,1
35,2021,10,8,Rewe,Rewe Lahr - Im Götzmann 4,1,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,19,2021-10-08,Respektlos! Man muss seine taschen abstellen da wo sie jeder nehmen kann 0/10 respektlose mitarbeiterin die an der kasse,respektlos taschen abstellen nehmen respektlose mitarbeiterin kasse,-1.0,-0.5,-1.0,0,1,0,0
36,2021,9,17,Rewe,Rewe Lahr - Im Götzmann 4,3,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,7,2021-09-17,Obst und Gemüse nicht so schön heute,obst gemüse nicht schön,-0.5,1.0,-0.5,0,0,1,1
37,2021,9,16,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,7,2021-09-16,Schöner als der REWE in der Innenstadt,schöner rewe innenstadt,1.0,1.0,1.0,0,0,1,0
38,2021,9,12,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,14,2021-09-12,"(Übersetzt von Google) Kleiner Laden, aber sehr freundlich

(Original)
Petit magasin mais très sympathique",laden sehr freundlich petit magasin mais sympathique,1.0,1.0,1.0,0,1,1,0
39,2021,9,11,Rewe,Rewe Lahr - Im Götzmann 4,1,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,45,2021-09-11,"schultüten Aktion

man kommt hin wird abgewiesen ohne Kind bekommt man keine, komisch die Freundin der Mitarbeiterin bekommt 4 stück und das obwohl keine 4 Kinder dabei waren, also da läuft ja schon etwas schief andere werden abgewimmelt aber die freundin bekommt 4 stück ^^",schultüten aktion abgewiesen kind bekommt keine komisch freundin mitarbeiterin bekommt stück obwohl keine kinder läuft schief abgewimmelt freundin bekommt stück,-0.75,-0.5,-0.75,1,1,0,0
40,2021,9,7,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,11,2021-09-07,"Wir gehen hier gerne einkaufen.
Das Getränkeangebot ist super.
Nettes Personal.",gerne einkaufen getränkeangebot super nettes personal,1.0,0.3333333333333333,1.0,1,1,0,0
41,2021,9,3,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-09-03,Super Sortiment,super sortiment,0.0,0.0,0.0,0,0,0,1
42,2021,8,28,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,104,2021-08-28,"(Übersetzt von Google) Ich komme gerne zu Rewe, dem Mutterkonzern von Penny. Es ist zwar teurer, aber es gibt eine Metzgerei und ich kaufe dort gerne Aufschnitt und meinen reifen Gouda. Ich komme gerne nach Deutschland, schönes Land, sympathische wohlerzogene Menschen und gutes Essen und Trinken. Sie fühlen sich in Deutschland zu Hause.

(Original)
Ik kom graag bij Rewe de moedermaatschappij van Penny. Het is duurder maar er is een slagerij en ik koop daar graag vleeswaren en mijn belegen Goudse kaas. Ik kom graag in Duitsland, prachtig land, sympathieke goed opgevoede mensen, en goed eten en drinken. Je voelt je thuis in Duitsland.",komme gerne rewe mutterkonzern penny teurer metzgerei kaufe gerne aufschnitt reifen gouda komme gerne deutschland schönes land sympathische wohlerzogene gutes essen trinken fühlen deutschland hause ik kom graag bij rewe moedermaatschappij van penny het is duurder maar is een slagerij ik koop daar graag vleeswaren mijn belegen goudse kaas ik kom graag duitsland prachtig land sympathieke goed opgevoede mensen goed eten drinken voelt thuis duitsland,0.4333333333333333,0.03750000000000001,0.43333333333333335,1,0,1,1
43,2021,8,18,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,13,2021-08-18,"(Übersetzt von Google) man findet alles schön

(Original)
Puoi trovare di tutto bellissimo",findet alles schön puoi trovare di tutto bellissimo,1.0,1.0,1.0,0,0,1,1
44,2021,8,18,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,21,2021-08-18,"(Übersetzt von Google) Sehr gut sortiert, es gibt von allem viel Auswahl

(Original)
Molto ben fornito, c'è molta scelta di tutto",sehr gut sortiert auswahl molto ben fornito è molta scelta di tutto,1.0,0.5,1.0,0,0,1,1
45,2021,8,17,Rewe,Rewe Lahr - Im Götzmann 4,1,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-08-17,Geht so,nan,0.0,0.0,0.0,0,0,0,0
46,2021,8,13,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-08-13,Sehr sauber.,sehr sauber,0.0,0.0,0.0,0,0,1,0
47,2021,8,4,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,10,2021-08-04,Sehr schönes Tiergehege mit einer sehr guten und feinen Speisekarte!,sehr schönes tiergehege sehr guten feinen speisekarte,1.0,1.0,1.0,0,0,1,0
48,2021,7,28,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,24,2021-07-28,"(Übersetzt von Google) Unterbesetzt und hat keinen alkoholfreien Wein, sonst ist es ok

(Original)
Understaffed and doesn't have a nonalcoholic wine, otherwise it's ok",unterbesetzt keinen alkoholfreien wein ok understaffed and doesn have nonalcoholic wine otherwise it ok,0.0,0.0,0.0,0,0,0,1
49,2021,7,25,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,13,2021-07-25,"(Übersetzt von Google) Schluss mit Rewe ... Kaufland

(Original)
Non più Rewe ...Kaufland",schluss rewe kaufland non più rewe kaufland,0.0,0.0,0.0,0,0,0,0
50,2021,7,24,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,5,2021-07-24,Ist immer ein Besuch wert,immer besuch wert,0.0,0.0,0.0,0,0,0,0
51,2021,7,1,Rewe,Rewe Lahr - Im Götzmann 4,2,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,13,2021-07-01,Der Geruch im Laden der stört mich massiv . Freundliches Personal trotzdem 👍,geruch laden stört massiv freundliches personal,1.0,0.0,1.0,0,1,1,0
52,2021,6,30,Rewe,Rewe Lahr - Im Götzmann 4,3,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,5,2021-06-30,Ja mei...Ein Rede Markt. ...,mei rede markt,0.0,0.0,0.0,0,0,1,0
53,2021,6,26,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,8,2021-06-26,Abgenehmerer REWE als der Assi-Rewe in der Innenstadt,abgenehmerer rewe assi rewe innenstadt,0.0,0.0,0.0,0,0,0,0
54,2021,6,18,Rewe,Rewe Lahr - Im Götzmann 4,1,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,13,2021-06-18,"Der Mitarbeiter sagen mir ich darf nicht zu viel Mehl kaufen

Einfach Schade",mitarbeiter sagen nicht mehl kaufen einfach schade,-0.85,-0.5666666666666667,-0.85,0,1,0,0
55,2021,6,8,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,10,2021-06-08,"(Übersetzt von Google) Kleiner deutscher Supermarkt

(Original)
Petit supermarché allemand",deutscher supermarkt petit supermarché allemand,0.0,0.0,0.0,0,0,1,0
56,2021,5,26,Rewe,Rewe Lahr - Im Götzmann 4,3,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,4,2021-05-26,Komischer Geruch beim reinlaufen..🙆‍♀️,komischer geruch reinlaufen ‍♀️,1.0,1.0,1.0,0,0,0,0
57,2021,5,23,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-05-23,Verdammt gut,verdammt gut,1.0,1.0,1.0,0,0,0,0
58,2021,4,29,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,13,2021-04-29,"(Übersetzt von Google) Das beste Lebensmittelgeschäft Deutschlands

(Original)
Najlepszy sklep spożywczy w Niemczech",beste lebensmittelgeschäft deutschlands najlepszy sklep spożywczy niemczech,0.0,0.0,0.0,0,0,0,0
59,2021,4,28,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-04-28,Immer gerne,immer gerne,0.0,0.0,0.0,0,0,0,0
60,2021,4,20,Rewe,Rewe Lahr - Im Götzmann 4,1,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,3,2021-04-20,Sehr unfreundliches Personal.,sehr unfreundliches personal,-1.0,-1.0,-1.0,0,1,0,0
61,2021,4,19,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,1,2021-04-19,Ordentlich,ordentlich,1.0,1.0,1.0,0,0,0,0
62,2021,3,22,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,6,2021-03-22,"(Übersetzt von Google) Oben!

(Original)
Top!",top,1.0,0.5,1.0,0,0,0,0
63,2021,3,16,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,1,2021-03-16,👍,nan,0.0,0.0,0.0,0,0,0,0
64,2021,3,15,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,10,2021-03-15,Übersichtliche Anordnung der Waren. Immer mal wieder ein angenehmes Einkaufserlebnis!,übersichtliche anordnung immer mal angenehmes einkaufserlebnis,1.0,0.5,1.0,0,0,1,0
65,2021,3,8,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-03-08,Schönes Einkaufszentrum,schönes einkaufszentrum,1.0,1.0,1.0,0,0,1,0
66,2021,3,8,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,55,2021-03-08,"Absolut Top geführter REWE Markt,es ist immer alles frisch egal ob Obst, Fleisch und Wurstwaren.Die Angestellten sind sehr nett aber was mir in letzter Zeit auffiel ist die lange Wartezeit bei der Metzgerei,meistens ist nur eine Angestellte oder gar keine da,dann muss erst mal eine Zeitlang gewartet werden bis jemand kommt.Das ist schon sehr Nervend.",absolut top geführter rewe markt immer alles frisch egal obst fleisch wurstwaren angestellten sehr nett letzter auffiel wartezeit metzgerei meistens angestellte keine mal zeitlang gewartet sehr nervend,1.0,0.6666666666666666,1.0,0,1,1,1
67,2021,3,7,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,1,2021-03-07,👌,nan,0.0,0.0,0.0,0,0,0,0
68,2021,3,3,Rewe,Rewe Lahr - Im Götzmann 4,3,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,5,2021-03-03,Man findet alles zum Leben,findet alles leben,0.0,0.0,0.0,0,0,0,1
69,2021,3,2,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,6,2021-03-02,Veganes Sortiment ist ziemlich gut 😊👍,veganes sortiment ziemlich gut,1.0,1.0,1.0,0,0,0,1
70,2021,2,27,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,2,ChIJCwWiXCwukUcRGK_wmkEcKRY,6,2021-02-27,"(Übersetzt von Google) Interessant

(Original)
ممتع",interessant ممتع,1.0,1.0,1.0,0,0,0,0
71,2021,1,15,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,14,2021-01-15,Entspanntes Einkaufen im Markt und an der Kasse mit freundlichen Mitarbeitern. Gutes Bio Angebot.,entspanntes einkaufen markt kasse freundlichen mitarbeitern gutes bio angebot,1.0,0.925,1.0,1,1,1,1
72,2021,1,10,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,2,2021-01-10,Gut Sortiert.,gut sortiert,1.0,1.0,1.0,0,0,1,0
73,2020,12,1,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,1,2020-12-01,🥰,🥰,0.0,0.0,0.0,0,0,0,0
74,2020,11,30,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,6,2020-11-30,Sie sind freundlich und hilfsbereit ..,freundlich hilfsbereit,1.0,1.0,1.0,0,1,0,0
75,2020,11,21,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,11,2020-11-21,"Alles gut sortiert, frisch, nette, hilfsbereite Mitarbeiter! Gehe gerne hier einkaufen!",alles gut sortiert frisch nette hilfsbereite mitarbeiter gehe gerne einkaufen,1.0,0.5,1.0,0,1,1,1
76,2020,11,17,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,18,2020-11-17,"Gutes Sortiment, freundliche Mitarbeiter. Gehen als Option zu unserem Standard-Einkaufsladen ab und zu hier her und sind zufrieden.",gutes sortiment freundliche mitarbeiter option unserem standard einkaufsladen zufrieden,1.0,0.5,1.0,0,1,1,1
77,2020,11,16,Rewe,Rewe Lahr - Im Götzmann 4,3,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,1,2020-11-16,🤔,🤔,0.0,0.0,0.0,0,0,0,0
78,2020,11,10,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,65,2020-11-10,"Dieser Rewe liegt sehr gelegen zwischen dm und Depot, auch Aldi, Obi und Media Markt sind ums Eck.
Die Filiale selbst ist gepflegt und das Personal ist freundlich. Einen Stern Abzug gibt's für die Getränkeabteilung. Die ist vom Angebot her sehr überschaubar, fachlichkundige Beratung bei Wein und Spirituosen gibt's leider auch nicht.
Dennoch: ich kaufe hier gerne ein und werde immer zuvorkommend und freundlich bedient.",rewe liegt sehr gelegen dm depot aldi obi media markt ums eck filiale gepflegt personal freundlich stern abzug getränkeabteilung angebot sehr überschaubar fachlichkundige beratung wein spirituosen nicht dennoch kaufe gerne immer zuvorkommend freundlich bedient,0.5,0.2366666666666667,0.5,1,1,1,1
79,2020,11,7,Rewe,Rewe Lahr - Im Götzmann 4,1,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,21,2020-11-07,"Eigentlich gerne dort einkaufen gegangen. Beim letzten Besuch die Parkscheibe vergessen und ein Knöllchen kassiert, werde in zukunft woanders einkaufen gehen.",eigentlich gerne einkaufen gegangen letzten besuch parkscheibe vergessen knöllchen kassiert zukunft woanders einkaufen,-0.7,-0.35,-0.7,0,0,0,1
80,2020,11,6,Rewe,Rewe Lahr - Im Götzmann 4,5,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,10,2020-11-06,Mitarbeiter immer freundlich und alles was man benötigt findet man,mitarbeiter immer freundlich alles benötigt findet,1.0,1.0,1.0,0,1,0,1
81,2020,11,3,Rewe,Rewe Lahr - Im Götzmann 4,4,4.1,0,ChIJCwWiXCwukUcRGK_wmkEcKRY,9,2020-11-03,"""Warten Sie mal, ich zeig Ihnen, wo das ist...""",warten mal zeig,0.0,0.0,0.0,0,0,0,0
